,User,Time,Tweet,Location,Verified,Tweet_Source,Followers,Retweet_Count,Tweet ID,Sentiment,Insight
705,eastsigngod,2022-07-09 23:20:11+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,Nigeria,False,Twitter for Android,1568,56,1545910717773221888,2,Positive
706,Bello6Jesus,2022-07-09 23:20:10+00:00,"_For_Meme WTF!! Am I watching 
.

.

Shola Sir Alex Flood Ten Hag Magodo Dumfries Teni Meat bumbum Gbagada Reno Omokri Credi…","Ibadan, Nigeria",False,Twitter for Android,658,51,1545910714270945281,0,Negative
707,whoisheeeeeeeee,2022-07-09 23:20:10+00:00,"Oil and gas finish our land 
LOVEDAMINI BURNABOY",,False,Twitter for Android,71,0,1545910712362536960,2,Positive
708,CeaserJunior,2022-07-09 23:20:09+00:00, Never gonna get over Burna Boy incorporating the Squid Game doll sound into an Afrobeats song on LOVEDAMINI,My Lane ✈,False,Twitter for iPhone,3686,446,1545910710273822725,1,Neutral
709,ayo_omotosho1,2022-07-09 23:20:06+00:00," Omo this burna album na 10000/100
lovedamini 
 ",Nigeria,False,Twitter for Android,625,1076,1545910696415825920,2,Positive
710,CeaserJunior,2022-07-09 23:20:03+00:00," — CLOAK &amp; DAGGER NO.1 ON APPLE MUSIC 

— DIFFERENT SIZE NO.1 ON SPOTIFY 

— FOR MY HAND NO.1 ON DEEZER 

BURNABOY GAV…",My Lane ✈,False,Twitter for iPhone,3686,106,1545910686286585858,1,Neutral
711,ruphyfloyd,2022-07-09 23:20:02+00:00," No, thank you  LOVEDAMINI","Mars's, 5km away",False,Twitter for iPhone,98,0,1545910681610100736,2,Positive
712,PetiteOlamii,2022-07-09 23:19:59+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,Lagos,False,Twitter for iPhone,3161,56,1545910667701534721,2,Positive
713,MichelAllison9,2022-07-09 23:19:58+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),,False,Twitter for Android,5,99,1545910664446738432,2,Positive
714,SegunTuase,2022-07-09 23:19:56+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,Outside,False,Twitter for iPhone,3051,56,1545910657064787972,2,Positive
715,realhoneypot2,2022-07-09 23:19:54+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,Outside,False,Twitter for iPhone,3939,56,1545910645702463488,2,Positive
716,CeaserJunior,2022-07-09 23:19:53+00:00,"@_SamuelOfficial Me putting ""Different size"" on repeat to shade my skinny neighbor

LOVEDAMINI ",My Lane ✈,False,Twitter for iPhone,3686,21,1545910644188368896,1,Neutral
717,Somachukwu,2022-07-09 23:19:53+00:00, From the beach sessions to the world. It’s always fun creating with my brother  — “Kilometre” + “Last Last” produ…,ZION Hills,False,Twitter for Android,1606,280,1545910643844435969,2,Positive
718,Desmond10707840,2022-07-09 23:19:52+00:00,"""Gbemi trabaye""
""Make you no dey shalaye
""I no want nobody to give my Matter k leg""

its plenty
LOVEDAMINI",Outsider,False,Twitter for Android,333,0,1545910638891134976,1,Neutral
719,Joyyy4ever,2022-07-09 23:19:49+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,OUTSIDE,False,Twitter for Android,2795,56,1545910625049665537,2,Positive
720,dualnimii,2022-07-09 23:19:48+00:00,"_ As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…","Lagos, Nigeria",False,Twitter for Android,254,277,1545910621920788480,1,Neutral
721,itz_youngprince,2022-07-09 23:19:44+00:00, Thanks  LOVEDAMINI,Highway,False,Twitter for Android,5678,4786,1545910604686397443,2,Positive
722,i_am_ebex,2022-07-09 23:19:37+00:00,"@_enyo__ When Burna Boy said “I be Common Person, but my happiness, oh, still be my own” I knew he was talking to me directly.

I've le…",OUTSIDE,False,Twitter for Android,272,24,1545910576777420801,1,Neutral
723,DjTreHustle,2022-07-09 23:19:30+00:00,  occupies the entire top 19 on the Nigerian Spotify chart respectively with every song from LOVEDAMINI. Mandem i…,Permanent Residence (Africa) ,False,Twitter for Android,39022,2,1545910546561744897,1,Neutral
724,YusufPG32,2022-07-09 23:19:29+00:00," . earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",,False,Twitter for iPhone,207,596,1545910542388314113,2,Positive
725,Olasammie_,2022-07-09 23:19:26+00:00, That place burna screamed Everybody know that I’m the gyal dem controller. on science dey always burst my brain  LOV…,,False,Twitter Web App,1072,8,1545910527947378689,1,Neutral
726,_iamprincefidel,2022-07-09 23:19:20+00:00,  your fave songs from LoveDamini,somewhere in the world 🌍,False,Twitter for Android,1397,315,1545910503444291585,1,Neutral
727,DahkDutch,2022-07-09 23:19:11+00:00," ‘ He sampled Fela’ people are the most disappointed. 

LoveDamini","Abuja, Nigeria",False,Twitter for Android,2934,64,1545910468354744320,0,Negative
728,CeaserJunior,2022-07-09 23:19:11+00:00," . simultaneously occupies the entire top 19 on the Nigerian Apple Music, Spotify &amp; Deezer charts with every so…",My Lane ✈,False,Twitter for iPhone,3686,149,1545910466416885760,1,Neutral
729,Courage1K,2022-07-09 23:19:09+00:00,"   Ed sheeran 

Burna Boy “Vanilla” official video out now LOVEDAMINI  ",,False,Twitter for Android,20,0,1545910457118121984,2,Positive
730,chiebukauzoigwe,2022-07-09 23:19:04+00:00,"LOVEDAMINI 
Common person burna added something different in that song I can't next it","Port Harcourt, Nigeria",False,Twitter for Android,130,0,1545910437920886785,2,Positive
731,Frefrick1,2022-07-09 23:18:56+00:00, My parents are so proud of me  LOVEDAMINI,,False,Twitter for iPhone,901,38,1545910401812004865,2,Positive
732,JasinMiles,2022-07-09 23:18:52+00:00, My parents are so proud of me  LOVEDAMINI,Nigeria,False,Twitter for Android,1004,38,1545910386314170368,2,Positive
733,advtomiwa,2022-07-09 23:18:52+00:00, That place burna screamed Everybody know that I’m the gyal dem controller. on science dey always burst my brain  LOV…,,False,Twitter for iPhone,16284,8,1545910386012131328,1,Neutral
734,_iamprincefidel,2022-07-09 23:18:52+00:00,__ LOVEDAMINI gets better with each listen,somewhere in the world 🌍,False,Twitter for Android,1397,510,1545910385169014785,2,Positive
735,hizexzellency,2022-07-09 23:18:47+00:00," Raheem Sterling - the first signing of the Todd Boehly era. 
Welcome to Chelsea
CFC Chelsea LOVEDAMINI AngelJBSmith…",,False,Twitter for Android,29,1,1545910366621802505,2,Positive
736,_iamprincefidel,2022-07-09 23:18:47+00:00, .’s LOVEDAMINI is currently 1 in 43 countries and charts in over 130 countries overall.  ,somewhere in the world 🌍,False,Twitter for Android,1397,777,1545910364755353600,2,Positive
737,beashak,2022-07-09 23:18:43+00:00, . simultaneously occupies the entire top 19 on the Nigerian Spotify chart with every song from LOVEDAMINI. He's th…,,False,Twitter for Android,9,737,1545910349110583298,1,Neutral
738,fuckyopicsss,2022-07-09 23:18:43+00:00,The shit the women on the intro and outro said on whiskey.. so deep man LOVEDAMINI,,False,Twitter for iPhone,611,0,1545910347080548355,2,Positive
739,AndrewsSiya,2022-07-09 23:18:38+00:00," Omo this burna album na 10000/100
lovedamini 
 ",South Africa,False,Twitter Web App,649,1076,1545910327044448256,2,Positive
740,CfieldImages,2022-07-09 23:18:38+00:00, Vanilla visual story out now ft. RayBanStories. Full video at  _ban sponsored LOVEDAMINI https…,Nigeria,False,Twitter for Android,111,1309,1545910326058704900,1,Neutral
741,DavidsDamilola,2022-07-09 23:18:35+00:00," Omo this burna album na 10000/100
lovedamini 
 ","Dubai, United Arab Emirates",False,Twitter for iPhone,578,1076,1545910315564539905,2,Positive
742,1realPixels,2022-07-09 23:18:34+00:00," Omo this burna album na 10000/100
lovedamini 
 ",,False,Twitter for Android,17,1076,1545910309902319617,2,Positive
743,CeaserJunior,2022-07-09 23:18:33+00:00," Person wey listen to Burna Boy ft Ed sheeran For my hand and fall in love again
Go later listen to Last Last from same…",My Lane ✈,False,Twitter for iPhone,3686,71,1545910307402518528,1,Neutral
744,Iamencore07,2022-07-09 23:18:32+00:00,"   Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs…",Africa ,False,Twitter for Android,582,1,1545910304940384263,1,Neutral
745,abrahamszs,2022-07-09 23:18:32+00:00,"Lead a clan of terrorist,I’ll be your vice. Trail the wrong path,I will with you. You have otherwise impacted our h… ",Nigeria,False,Twitter for iPhone,5,0,1545910302495186944,0,Negative
746,benny7gang,2022-07-09 23:18:31+00:00, My parents are so proud of me  LOVEDAMINI,outside,False,Twitter for iPhone,6841,38,1545910296929353729,2,Positive
747,omodolapoJossey,2022-07-09 23:18:26+00:00,"_ach Listen to Vanila that lyrics is crazy
Then her padi jamilah wey carry bum, bum
Come dey Make my medulla dey malfunction…",,False,Twitter for Android,3072,5,1545910276653981698,1,Neutral
748,CeaserJunior,2022-07-09 23:18:24+00:00,_Mills I never tweet anymore but  my goodness! Giant of all Giants LOVEDAMINI bongkilla,My Lane ✈,False,Twitter for iPhone,3686,1447,1545910268320006150,2,Positive
749,joke_jonathan,2022-07-09 23:18:19+00:00," The HIGHLY anticipated 6th studio album from  (prod. by @_Telz) “Love, Damini,” is out now on all platforms.

LOVEDAMI…",Nigeria,False,Twitter for Android,212,345,1545910247621025792,2,Positive
750,Frefrick1,2022-07-09 23:18:17+00:00,"  UK iTunes top songs 

20 - Last Last (new peak)

LOVEDAMINI Burnaboy ",,False,Twitter for iPhone,901,41,1545910240616521729,2,Positive
751,omodolapoJossey,2022-07-09 23:18:15+00:00,"@_enyo__ When Burna Boy said “I be Common Person, but my happiness, oh, still be my own” I knew he was talking to me directly.

I've le…",,False,Twitter for Android,3072,24,1545910231414210565,1,Neutral
752,_burnaboylife,2022-07-09 23:18:15+00:00," . simultaneously occupies the entire top 19 on the Nigerian Apple Music, Spotify &amp; Deezer charts with every so…",OUTSIDE,False,Twitter for iPhone,123,126,1545910230445445122,1,Neutral
753,Only1Mugeez,2022-07-09 23:18:13+00:00,"  UK iTunes top songs 

20 - Last Last (new peak)

LOVEDAMINI Burnaboy ",Somewhere,False,Twitter for iPhone,197,41,1545910224489431040,2,Positive
754,_iamprincefidel,2022-07-09 23:18:13+00:00,"  Belgium Spotify ch

89 - Last Last (+54) new peak*

Burnaboy LOVEDAMINI 

",somewhere in the world 🌍,False,Twitter for Android,1397,114,1545910223952551936,1,Neutral
755,DesmondBlacco,2022-07-09 23:18:10+00:00,"You’ll feel this track if you are with your blunt, Burna what are you turning me too? LOVEDAMINI ",OUTSIDER,False,Twitter for iPhone,215,0,1545910212535746563,2,Positive
756,awyl__,2022-07-09 23:18:09+00:00," A refix of  and  wild dreams .
Nobody can preach the end .
Tag burna like crazy till he see…",At the sea,False,Twitter for Android,2277,3,1545910207116623873,1,Neutral
757,_enyo__,2022-07-09 23:18:09+00:00," “Last Last” video has surpassed 22 million views on YouTube 

LoveDamini Burnaboy ",Outside,False,Twitter for iPhone,209,74,1545910205606674434,2,Positive
758,burnaboyjr1,2022-07-09 23:18:08+00:00, My parents are so proud of me  LOVEDAMINI,,False,Twitter for Android,1076,38,1545910201966010368,2,Positive
759,DrealDerick,2022-07-09 23:18:04+00:00," 59,461,526 total spotify streams! 

LOVEDAMINI 
 ",Pot of Gold ,False,Twitter for iPhone,2683,61,1545910185666961408,2,Positive
760,_enyo__,2022-07-09 23:18:01+00:00," — CLOAK &amp; DAGGER NO.1 ON APPLE MUSIC 

— DIFFERENT SIZE NO.1 ON SPOTIFY 

— FOR MY HAND NO.1 ON DEEZER 

BURNABOY GAV…",Outside,False,Twitter for iPhone,209,106,1545910172526252032,1,Neutral
761,Frefrick1,2022-07-09 23:17:59+00:00,"@_enyo__ When Burna Boy said “I be Common Person, but my happiness, oh, still be my own” I knew he was talking to me directly.

I've le…",,False,Twitter for iPhone,901,24,1545910162720002050,1,Neutral
762,PenziPenzo,2022-07-09 23:17:57+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,"New Jersey, USA",False,Twitter for iPhone,60,56,1545910157435179010,2,Positive
763,CeaserJunior,2022-07-09 23:17:56+00:00, .’s LOVEDAMINI debuts at 1 on the NG Spotify Top albums chart.,My Lane ✈,False,Twitter for iPhone,3686,252,1545910151865057286,2,Positive
764,Holluwathoni7,2022-07-09 23:17:56+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,Lagos,False,Twitter for Android,301,56,1545910151739281408,2,Positive
765,ImmanuelEbi1,2022-07-09 23:17:48+00:00, Vanilla visual story out now ft. RayBanStories. Full video at  _ban sponsored LOVEDAMINI https…,Gods place ,False,Twitter for iPhone,21,1309,1545910116440051716,1,Neutral
766,tusliin,2022-07-09 23:17:36+00:00," Omo this burna album na 10000/100
lovedamini 
 ","Lagos, Nigeria",False,Twitter for iPhone,69,1076,1545910068281053187,2,Positive
767,P_T_G_6894,2022-07-09 23:17:36+00:00,_T_G_6894 BURNABOY music is not for everyone...i understand you all saying the new album is a wack disc.... learn how to appreciate a…,"Ede, Nigeria",False,Twitter for Android,36,1,1545910067618267136,0,Negative
768,BirthdayMates,2022-07-09 23:17:35+00:00," Today is my birthday no one wish me happy birthday 
HAPPYBIRTHDAY 
birthdaygirl birthdaypost 
LOVEDAMINI …",WorldWide,False,2nd Test Bot- Hashtag,876,1,1545910063205859330,2,Positive
769,ayam_diego,2022-07-09 23:17:35+00:00,"_Empire Lagos mechanics right now!
shola EidMubarak LOVEDAMINI SriLanka ",@LARGE,False,Twitter Web App,342,1,1545910062937526273,2,Positive
770,Frefrick1,2022-07-09 23:17:34+00:00,_clever07 The only artist that can sing about political issues and e go enter. The only artist that can sing about heartbreak an…,,False,Twitter for iPhone,901,80,1545910061427466243,1,Neutral
771,CeaserJunior,2022-07-09 23:17:34+00:00, After listen  album for 2 days straight. I believe this is another classic album. LOVEDAMINI  Well done my fami…,My Lane ✈,False,Twitter for iPhone,3686,232,1545910059393335297,2,Positive
772,LuswataDanielA,2022-07-09 23:17:32+00:00," Omo this burna album na 10000/100
lovedamini 
 ",Uganda,False,Twitter for Android,2630,1076,1545910051113689089,2,Positive
773,KobbyDC3,2022-07-09 23:17:31+00:00," Omo this burna album na 10000/100
lovedamini 
 ",Worldwide 🗺 ,False,Twitter for iPhone,3154,1076,1545910048580403200,2,Positive
774,Srivadlight,2022-07-09 23:17:30+00:00,"_edi__ Same here
LOVEDAMINI",Nigeria,False,Twitter for Android,20,0,1545910041802416129,2,Positive
775,P_T_G_6894,2022-07-09 23:17:28+00:00,BURNABOY music is not for everyone...i understand you all saying the new album is a wack disc.... learn how to appr… ,"Ede, Nigeria",False,Twitter for Android,36,1,1545910033711521806,0,Negative
776,ArewaAdebukolaa,2022-07-09 23:17:25+00:00,That place burna screamed Everybody know that I’m the gyal dem controller. on science dey always burst my brain  LOVEDAMINI BurnaBoy,,False,Twitter for iPhone,2069,8,1545910022051446784,2,Positive
777,BolajiBrigal,2022-07-09 23:17:24+00:00, Thanks  LOVEDAMINI,,False,Twitter for iPhone,30,4786,1545910018712764417,2,Positive
778,_iamprincefidel,2022-07-09 23:17:23+00:00," . simultaneously occupies the entire top 19 on the Nigerian Apple Music, Spotify &amp; Deezer charts with every so…",somewhere in the world 🌍,False,Twitter for Android,1397,126,1545910014631706627,1,Neutral
779,ImmanuelEbi1,2022-07-09 23:17:23+00:00, Thanks  LOVEDAMINI,Gods place ,False,Twitter for iPhone,21,4786,1545910014489108481,2,Positive
780,Frefrick1,2022-07-09 23:17:22+00:00," This Whiskey jam came at the perfect time, with this flooding issue in PH and Lagos, especially Lagos. LOVEDAMINI",,False,Twitter for iPhone,901,8,1545910007513972737,2,Positive
781,OweyeTsarr,2022-07-09 23:17:22+00:00,"@_enyo__ When Burna Boy said “I be Common Person, but my happiness, oh, still be my own” I knew he was talking to me directly.

I've le…",outside,False,Twitter for Android,222,24,1545910007497097217,1,Neutral
782,omodolapoJossey,2022-07-09 23:17:21+00:00, Now streaming LOVEDAMINI . That's a very electric album by  !,,False,Twitter for Android,3072,12,1545910004661764099,2,Positive
783,bobdeandaniel,2022-07-09 23:17:19+00:00, LOVEDAMINI  has 2 songs on top 20 on UK iTunes chart,Love Damini ❤️🦍,False,Twitter for iPhone,523,0,1545909997871271943,2,Positive
784,_iamprincefidel,2022-07-09 23:17:19+00:00,"_eko What I am loving about the LoveDamini album.
1. Science (Track 2) Love at first jam. Was on repeat for a bit thus extending…",somewhere in the world 🌍,False,Twitter for Android,1397,166,1545909995589468160,2,Positive
785,Fosterjun_,2022-07-09 23:17:11+00:00,"@_enyo__ When Burna Boy said “I be Common Person, but my happiness, oh, still be my own” I knew he was talking to me directly.

I've le…","SomeWhere, Earth.",False,Twitter for iPhone,1572,24,1545909963192541184,1,Neutral
786,Mcpee_xr,2022-07-09 23:17:10+00:00, My parents are so proud of me  LOVEDAMINI,the clouds,False,Twitter for iPhone,657,38,1545909958419648512,2,Positive
787,_AuntyBridget_,2022-07-09 23:17:03+00:00," Burna boy’s modulation on that intro song “Glory” steady giving me chills 
LOVEDAMINI","Benin-City, Nigeria",False,Twitter for iPhone,301,6,1545909927557955585,2,Positive
788,fuckyopicsss,2022-07-09 23:17:02+00:00," This what Burna Boy said in Whiskey.
GetYourPVC 
LOVEDAMINI ",,False,Twitter for iPhone,611,4,1545909926559715328,2,Positive
789,mhdsheriff,2022-07-09 23:16:56+00:00,"  UK iTunes top songs 

20 - Last Last (new peak)

LOVEDAMINI Burnaboy ",outside ,False,Twitter for Android,1099,41,1545909898961211392,2,Positive
790,beejay_ydd,2022-07-09 23:16:53+00:00,"+ wild dreams
LOVEDAMINI ",,False,Twitter Web App,136,0,1545909888508903429,2,Positive
791,_iamprincefidel,2022-07-09 23:16:49+00:00, LoveDamini has surpassed 6 million streams on Boomplay in less than 48 hrs ,somewhere in the world 🌍,False,Twitter for Android,1397,127,1545909869630431234,2,Positive
792,Robot17354642,2022-07-09 23:16:43+00:00,"_ As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",Nigeria ,False,Twitter for iPhone,588,277,1545909846465200130,1,Neutral
793,OUTSIDERS_CREW,2022-07-09 23:16:41+00:00,"  LoveDamini isn’t just an album, it is a cultural reset, the oxygen you breathe, it's a lifestyle, an escape from…","Chicago, IL",False,Twitter for iPhone,455,12,1545909838244446211,2,Positive
794,Frefrick1,2022-07-09 23:16:41+00:00,"_owl Burna always knew he was destined for Greatness and  it all started from a Wild dream 

LOVEDAMINI ",,False,Twitter for iPhone,901,26,1545909837346885635,2,Positive
795,Cloackie,2022-07-09 23:16:39+00:00, From the beach sessions to the world. It’s always fun creating with my brother  — “Kilometre” + “Last Last” produ…,,False,Twitter for Android,0,280,1545909829864136705,2,Positive
796,El_Padrino_420,2022-07-09 23:16:39+00:00," Omo this burna album na 10000/100
lovedamini 
 ",,False,Twitter for Android,18,1076,1545909829264449539,2,Positive
797,iamdrevo,2022-07-09 23:16:38+00:00,"_ Heyy!!! So Burna boy released an album on Friday, (I think that's common knowledge by now) and a lot of people have been gi…",,False,Twitter for Android,382,311,1545909823023316993,1,Neutral
798,BolajiBrigal,2022-07-09 23:16:35+00:00," AMAKA crystal waist beads.
N1200 - N1500 per strand.
Dm or WhatsApp 

LOVEDAMINI  RHOLagos Caro…",,False,Twitter for iPhone,30,3,1545909813145735168,1,Neutral
799,BolajiBrigal,2022-07-09 23:16:33+00:00," Glow in the dark waist beads for the culture
N1200 - N1500 per strand.
Dm or WhatsApp 

LOVEDA…",,False,Twitter for iPhone,30,0,1545909802051796992,1,Neutral
800,larwwie,2022-07-09 23:16:30+00:00,"Ojoro dey this track 
LOVEDAMINI 
BURNABOY ",lagos,False,Twitter for Android,74,0,1545909790106435584,1,Neutral
801,paul_makwasha,2022-07-09 23:16:24+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),Mitochondrion City ,False,Twitter for Android,3746,99,1545909766152757248,2,Positive
802,Fosterjun_,2022-07-09 23:16:21+00:00,_ LoveDamini  Vibing With My Guys Differently    _WIZZY101 @__MitchPeace ,"SomeWhere, Earth.",False,Twitter for iPhone,1572,7,1545909754781786112,1,Neutral
803,joke_jonathan,2022-07-09 23:16:16+00:00, Let’s go Birmingham!  LOVEDAMINI ,Nigeria,False,Twitter for Android,212,1047,1545909733588172807,2,Positive
804,Ayomideire1,2022-07-09 23:16:16+00:00,"@_enyo__ When Burna Boy said “I be Common Person, but my happiness, oh, still be my own” I knew he was talking to me directly.

I've le…",A better place ,False,Twitter for iPhone,140,24,1545909731528679425,1,Neutral
805,Andreasparjay1,2022-07-09 23:16:14+00:00,_2un Make others no vex  Baba chop all the space LOVEDAMINI BURNABOY  highest  ,,False,Twitter for Android,32,57,1545909724385878016,2,Positive
806,joke_jonathan,2022-07-09 23:16:06+00:00, Vanilla visual story out now ft. RayBanStories. Full video at  _ban sponsored LOVEDAMINI https…,Nigeria,False,Twitter for Android,212,1309,1545909688918843392,1,Neutral
807,DonCorleone707,2022-07-09 23:16:04+00:00, My parents are so proud of me  LOVEDAMINI,Outside,False,Twitter for iPhone,277,38,1545909682585288704,2,Positive
808,_enyo__,2022-07-09 23:15:59+00:00," . earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",Outside,False,Twitter for iPhone,209,596,1545909662553411584,2,Positive
809,DonCorleone707,2022-07-09 23:15:59+00:00,_ Siri play “It's plenty”  LOVEDAMINI ,Outside,False,Twitter for iPhone,277,8,1545909661601112066,2,Positive
810,_enyo__,2022-07-09 23:15:55+00:00," 10 million in one day? 

Crazyyy LOVEDAMINI",Outside,False,Twitter for iPhone,209,51,1545909645952294914,2,Positive
811,_Pxrple__,2022-07-09 23:15:55+00:00,"One more time before I go to bed
LOVEDAMINI ",🛸,False,Twitter for Android,519,0,1545909643511271425,2,Positive
812,TAMARAYEKODEMMY,2022-07-09 23:15:52+00:00,Track 17 LOVEDAMINI,"Lagos, Nigeria",False,Twitter Web App,310,0,1545909631746281472,2,Positive
813,CeaserJunior,2022-07-09 23:15:52+00:00,"@_Ms_Scarlet_ Common person hits different when I'm washing plate 
LOVEDAMINI",My Lane ✈,False,Twitter for iPhone,3686,80,1545909630588665857,1,Neutral
814,king_gabgilly,2022-07-09 23:15:45+00:00, Peter Obi and Yusuf Datti made it very easy to campaign for them by not having a dirty past. Even Reno wish that Atiku…,Nigeria,False,Twitter for iPhone,114,904,1545909604416163840,2,Positive
815,willyg007,2022-07-09 23:15:45+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),Outsider,False,Twitter for Android,1760,99,1545909602893586434,2,Positive
816,iam_batan,2022-07-09 23:15:44+00:00," All the songs from LoveDamini are now charting in over 30 countries each 

Highest  last last = 76 countries 
Lowest…",Jos plateau,False,Twitter for Android,786,160,1545909596765786112,1,Neutral
817,Courage1K,2022-07-09 23:15:43+00:00, Now streaming LOVEDAMINI . That's a very electric album by  !,,False,Twitter for Android,20,12,1545909592348958721,2,Positive
818,_enyo__,2022-07-09 23:15:42+00:00, After listen  album for 2 days straight. I believe this is another classic album. LOVEDAMINI  Well done my fami…,Outside,False,Twitter for iPhone,209,232,1545909589794852864,2,Positive
819,JayCripz,2022-07-09 23:15:42+00:00,_Gotti   Hope you Don hear LOVEDAMINI,Somewhere in World😜,False,Twitter for iPhone,1234,0,1545909588037406721,2,Positive
820,innuendoarena,2022-07-09 23:15:41+00:00,I am sure Squid game lawyers are already wearing their tie's and suit's to come get their 65% off Love Damini. As w… ,,False,Twitter for Android,120,0,1545909587647381511,1,Neutral
821,innerchy123,2022-07-09 23:15:41+00:00," Omo this burna album na 10000/100
lovedamini 
 ",busitema university,False,Twitter Web App,129,1076,1545909587433455621,2,Positive
822,_iamprincefidel,2022-07-09 23:15:40+00:00, Poco lee Dey feel am Cloak and Dagger too lit  BurnaBoy LOVEDAMINI ,somewhere in the world 🌍,False,Twitter for Android,1397,174,1545909581926244355,2,Positive
823,R2shot_,2022-07-09 23:15:40+00:00,"Yo know it Rappers battle tonight 

NOMEXII UFCVegas58 LOVEDAMINI ","Manchester, England",False,Twitter for iPhone,98,0,1545909579434708992,1,Neutral
824,Frefrick1,2022-07-09 23:15:38+00:00," Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…",,False,Twitter for iPhone,901,247,1545909573843828736,1,Neutral
825,Stiuup,2022-07-09 23:15:37+00:00, My parents are so proud of me  LOVEDAMINI,On a spaceship🇧🇮,False,Twitter for Android,584,38,1545909569196621832,2,Positive
826,IsangLFC,2022-07-09 23:15:35+00:00," Burna boy's Album LoveDamini    Spotify Streams

Day 1
8,332,412

Yesterday                        Today ",,False,Twitter for Android,61,72,1545909562380804097,1,Neutral
827,_enyo__,2022-07-09 23:15:33+00:00," LoveDamini earned a total of 8,332,412 streams on its first days of release 

- it breaks the record set by Twice as t…",Outside,False,Twitter for iPhone,209,193,1545909550171115520,2,Positive
828,frutti__,2022-07-09 23:15:32+00:00, .'s LOVEDAMINI is now the highest charting album by a Nigerian artist in US Apple Music history (4).,FRUTTI BLVD.,False,Twitter for iPhone,257,953,1545909547742674945,2,Positive
829,shockwaveSZN,2022-07-09 23:15:27+00:00, .’s LOVEDAMINI is now 1 in 45 countries. (Apple),,False,Twitter for Android,1777,99,1545909527454834689,2,Positive
830,JOHN9RO,2022-07-09 23:15:26+00:00, Now streaming LOVEDAMINI . That's a very electric album by  !,Outside 🦍🐐,False,Twitter for iPhone,827,12,1545909521394049026,2,Positive
831,Ayomideire1,2022-07-09 23:15:22+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,A better place ,False,Twitter for iPhone,140,56,1545909507896885248,2,Positive
832,_enyo__,2022-07-09 23:15:21+00:00, . simultaneously occupies the entire top 19 on the Nigerian Spotify chart with every song from LOVEDAMINI. He's th…,Outside,False,Twitter for iPhone,209,737,1545909502880391171,1,Neutral
833,Prodigioussp,2022-07-09 23:15:17+00:00,"Today is my birthday no one wish me happy birthday 
HAPPYBIRTHDAY 
birthdaygirl birthdaypost 
LOVEDAMINI… ",,False,Twitter for Android,9,1,1545909483355922434,2,Positive
834,BlackBoyF_ly,2022-07-09 23:15:16+00:00, Vanilla visual story out now ft. RayBanStories. Full video at  _ban sponsored LOVEDAMINI https…,Apokolips,False,Twitter for Android,1222,1309,1545909479673323521,1,Neutral
835,bobdeandaniel,2022-07-09 23:15:16+00:00,"  UK iTunes top songs 

20 - Last Last (new peak)

LOVEDAMINI Burnaboy ",Love Damini ❤️🦍,False,Twitter for iPhone,523,41,1545909479329374211,2,Positive
836,_iamprincefidel,2022-07-09 23:15:14+00:00, cloak and Dagger Dey muzz me LOVEDAMINI ,somewhere in the world 🌍,False,Twitter for Android,1397,127,1545909472014606337,2,Positive
837,Frefrick1,2022-07-09 23:15:11+00:00,"_ As you are listening to “For my hand” , make sure you jam “last last” too. There’s a reason why they are on the same albu…",,False,Twitter for iPhone,901,277,1545909458563485696,1,Neutral
838,SUPAR_PAWA,2022-07-09 23:15:10+00:00, . simultaneously occupies the entire top 19 on the Nigerian Spotify chart with every song from LOVEDAMINI. He's th…,"Greater Accra, Ghana",False,Twitter for iPhone,1101,737,1545909454650081280,1,Neutral
839,Ayoola50247910,2022-07-09 23:15:10+00:00, Burna Boy is the highest ranking artist in the world on Apple Music with 2785 points. LOVEDAMINI,GLOBAL,False,Twitter for Android,217,161,1545909454448873475,2,Positive
840,_iamprincefidel,2022-07-09 23:15:09+00:00,"  Global Digital Artist Ranking 

2. Burna Boy 

— BurnaBoy is now the second most streamed Artist across all music strea…",somewhere in the world 🌍,False,Twitter for Android,1397,363,1545909449847721984,2,Positive
